par_id,community,text,label
9584,hopeless,According BettyAnn Blaine executive director Hear Childrens Cry deterioration family life instabilitychange household crippling poverty The lack adequate social support systems heartbreaking level hopelessness key factors lead children running away home,1
2937,immigrant,But   curious new trend developed  More players African descent started coming back continent play national teams  In year s World Cup  example  17 Morocco s 23 players European born  mostly Netherlands  large Moroccan immigrant community  Medhi Benatia  team s captain  Frenchborn ,0
3100,women,A bill introduced month state representative Rick Brattin would add already austere abortion restrictions US  Missouri enacted 72hour waiting period abortions October  Brattin s bill would require women receive written notarized consent fetus  father obtaining abortion  The exceptions  says  would rape incest ,0
2003,vulnerable,Apart city development authority Rajuk  one whose functions approve building plans  wing Public Works Ministry  government bodies city corporation Fire Service Civil Defence also estimates number vulnerable buildings ,0
317,poor-families,The NHPS  expected cover 100 million poor families annual health insurance coverage Rs 500000 per family  cost government Rs 1000012000 crore  15 billion   18 billion   per official projections ,0
5948,disabled,Societal discrimination persons disabilities one major problems undermining progress democratic practices country As long Disability Bill passed always dream disabled people position society positively affected,1
9986,women,Pharrell Williams believes women save world,1
3557,homeless,The flood incident also left 91 people injuries  160 families  homeless loss number livestock ,0
5683,refugee,Mr Chegeni Najad granted refugee status Australia fleeing persecution Afghanistan  convicted assaulting fellow detainee Curtin immigration detention centre WA 2011,0
2934,in-need,The combination molested adult males neglected parents deemed need care protection ending maximum security facility sentenced remain State care adulthood  leaves many juveniles government care depressed often sends road suicide ,0
5793,homeless,Head porters  locally referred  Kayayei  rated among less privileged people country  homeless single parent  nt deter raising funds want president 2016 election ,0
7922,disabled,CC Sabathia placed 15day disabled list right knee injury could end season ,0
1188,in-need,It uncommon Johannah hear media someone need help immediately set sights getting person desperately needed rarely without success ,1
7461,immigrant,The incident comes week 10 undocumented immigrants died overheated semitruck Texas  The tractortrailer found parked Walmart San Antonio employee store called police ,0
7637,in-need,Another happy memory I cherish day I came mosque two men came asked give money They said eaten day My father kindest man ever He knew He would give last cent people need So gave men money him I much company now Im salaryman month end days You need I do said,1
604,homeless,As result millions Syrians well people countries region rendered homeless hopeless,1
7847,hopeless,A hopeless Europe  unable cope   The EU tendency hype whatever agrees  Wolfgang M  nchau says  I want play ECB s role  Its liquidity policies prevented calamity August 2007  later autumn 2008  But also delayed resolution political crisis  Europe s bank resolution policy ECB  ECB  That crisis lasting long  ,0
3245,women,This January  Philippine volleyball attempts restart commercial league women spikers look forward college eligibility runs ,0
2919,in-need,They could supporting building schools health facilities social amenities use neighbours That would great way complement governments efforts promote welfare people live poverty line dire need assistance aim adding meaning lives,1
8102,vulnerable,For pupils whose dreams dashed results day last week  danger may vulnerable experiencing disappointments lives  They might want step challenges future bitter pill swallow nt succeed  Support crucial  day  period time ,0
